from_library,to_library,count,daily_average
STP,MEA,364,5.6875
STP,MFD,65,1.015625
STP,MID,1211,18.921875
STP,MNT,43,0.671875
STP,MOO,415,6.484375
STP,MRO,683,10.671875
STP,MRS,8,0.125
STP,MSB,400,6.25
STP,MTH,282,4.40625
STP,NEK,112,1.75
STP,NGL,253,3.953125
STP,NOF,25,0.390625
STP,ORE,376,5.875
STP,PAR,60,0.9375
STP,PDS,323,5.046875
STP,PIN,841,13.140625
STP,PLA,63,0.984375
STP,PLO,801,12.515625
STP,POR,264,4.125
STP,POY,170,2.65625
STP,RAN,52,0.8125
STP,REE,391,6.109375
STP,RIO,16,0.25
STP,RKS,17,0.265625
STP,ROM,98,1.53125
STP,ROS,376,5.875
STP,SCA,1,0.015625
STP,SCL,0,0
STP,SEQ,1197,18.703125
STP,SGR,202,3.15625
STP,SKC,262,4.09375
STP,SMB,199,3.109375
STP,STO,361,5.640625
STP,STP,45846,716.34375
STP,SUN,789,12.328125
STP,VER,962,15.03125
STP,WAU,438,6.84375
STP,WID,270,4.21875
STP,WYO,15,0.234375
STP,ZZZ,25,0.390625
STP,UNDEF,0,0
SUN,ACL,103,1.609375
SUN,ALM,10,0.15625
SUN,ARP,23,0.359375
SUN,BAR,403,6.296875
SUN,BER,122,1.90625
SUN,BLV,265,4.140625
SUN,BRD,128,2
SUN,CBR,217,3.390625
SUN,CIA,48,0.75
SUN,COL,151,2.359375
SUN,CSP,293,4.578125
SUN,DCL,289,4.515625
SUN,DEE,253,3.953125
SUN,DFT,739,11.546875
SUN,FCH,1157,18.078125
SUN,HAW,843,13.171875
SUN,HPB,1151,17.984375
SUN,LAK,898,14.03125
SUN,LAV,35,0.546875
SUN,LDI,171,2.671875
SUN,MAD,1077,16.828125
SUN,MAR,161,2.515625
SUN,MAZ,97,1.515625
SUN,MCF,531,8.296875
SUN,MCM,504,7.875
SUN,MEA,686,10.71875
SUN,MFD,17,0.265625
SUN,MID,5372,83.9375
SUN,MNT,14,0.21875
SUN,MOO,1064,16.625
SUN,MRO,303,4.734375
SUN,MRS,7,0.109375
SUN,MSB,352,5.5
SUN,MTH,973,15.203125
SUN,NEK,25,0.390625
SUN,NGL,123,1.921875
SUN,NOF,26,0.40625
SUN,ORE,1069,16.703125
SUN,PAR,46,0.71875
SUN,PDS,208,3.25
SUN,PIN,1569,24.515625
SUN,PLA,45,0.703125
SUN,PLO,151,2.359375
SUN,POR,191,2.984375
SUN,POY,107,1.671875
SUN,RAN,40,0.625
SUN,REE,271,4.234375
SUN,RIO,17,0.265625
SUN,RKS,17,0.265625
SUN,ROM,58,0.90625
SUN,ROS,82,1.28125
SUN,SCA,9,0.140625
SUN,SCL,0,0
SUN,SEQ,2268,35.4375
SUN,SGR,122,1.90625
SUN,SKC,198,3.09375
SUN,SMB,347,5.421875
SUN,STO,1331,20.796875
SUN,STP,569,8.890625
SUN,SUN,105120,1642.5
SUN,VER,4145,64.765625
SUN,WAU,1014,15.84375
SUN,WID,151,2.359375
SUN,WYO,14,0.21875
SUN,ZZZ,25,0.390625
SUN,UNDEF,0,0
VER,ACL,110,1.71875
VER,ALM,12,0.1875
VER,ARP,33,0.515625
VER,BAR,418,6.53125
VER,BER,123,1.921875
VER,BLV,384,6
VER,BRD,104,1.625
VER,CBR,179,2.796875
VER,CIA,56,0.875
VER,COL,153,2.390625
VER,CSP,319,4.984375
VER,DCL,278,4.34375
VER,DEE,260,4.0625
VER,DFT,747,11.671875
VER,FCH,1195,18.671875
VER,HAW,939,14.671875
VER,HPB,1295,20.234375
VER,LAK,880,13.75
VER,LAV,17,0.265625
VER,LDI,209,3.265625
VER,MAD,1100,17.1875
VER,MAR,203,3.171875
VER,MAZ,128,2
VER,MCF,460,7.1875
VER,MCM,577,9.015625
VER,MEA,754,11.78125
VER,MFD,34,0.53125
VER,MID,6027,94.171875
VER,MNT,22,0.34375
VER,MOO,1338,20.90625
VER,MRO,334,5.21875
VER,MRS,8,0.125
VER,MSB,433,6.765625
VER,MTH,1291,20.171875
VER,NEK,74,1.15625
VER,NGL,165,2.578125
VER,NOF,16,0.25
VER,ORE,1513,23.640625
VER,PAR,32,0.5
VER,PDS,276,4.3125
VER,PIN,1788,27.9375
VER,PLA,48,0.75
VER,PLO,154,2.40625
VER,POR,210,3.28125
VER,POY,116,1.8125
VER,RAN,26,0.40625
VER,REE,257,4.015625
VER,RIO,10,0.15625
VER,RKS,15,0.234375
VER,ROM,39,0.609375
VER,ROS,111,1.734375
VER,SCA,8,0.125
VER,SCL,0,0
VER,SEQ,2731,42.671875
VER,SGR,144,2.25
VER,SKC,201,3.140625
VER,SMB,385,6.015625
VER,STO,1924,30.0625
VER,STP,730,11.40625
VER,SUN,1502,23.46875
VER,VER,107172,1674.5625
VER,WAU,1021,15.953125
VER,WID,123,1.921875
VER,WYO,8,0.125
VER,ZZZ,33,0.515625
VER,UNDEF,0,0
WAU,ACL,54,0.84375
WAU,ALM,5,0.078125
WAU,ARP,21,0.328125
WAU,BAR,241,3.765625
WAU,BER,65,1.015625
WAU,BLV,216,3.375
WAU,BRD,46,0.71875
WAU,CBR,368,5.75
WAU,CIA,35,0.546875
WAU,COL,73,1.140625
WAU,CSP,204,3.1875
WAU,DCL,213,3.328125
WAU,DEE,400,6.25
WAU,DFT,1587,24.796875
WAU,FCH,2394,37.40625
WAU,HAW,503,7.859375
WAU,HPB,628,9.8125
WAU,LAK,460,7.1875
WAU,LAV,13,0.203125
WAU,LDI,93,1.453125
WAU,MAD,542,8.46875
WAU,MAR,70,1.09375
WAU,MAZ,187,2.921875
WAU,MCF,892,13.9375
WAU,MCM,316,4.9375
WAU,MEA,361,5.640625
WAU,MFD,6,0.09375
WAU,MID,1867,29.171875
WAU,MNT,13,0.203125
WAU,MOO,503,7.859375
WAU,MRO,166,2.59375
WAU,MRS,0,0
WAU,MSB,227,3.546875
WAU,MTH,413,6.453125
WAU,NEK,39,0.609375
WAU,NGL,98,1.53125
WAU,NOF,10,0.15625
WAU,ORE,515,8.046875
WAU,PAR,26,0.40625
WAU,PDS,113,1.765625
WAU,PIN,827,12.921875
WAU,PLA,33,0.515625
WAU,PLO,88,1.375
WAU,POR,119,1.859375
WAU,POY,58,0.90625
WAU,RAN,15,0.234375
WAU,REE,139,2.171875
WAU,RIO,15,0.234375
WAU,RKS,6,0.09375
WAU,ROM,29,0.453125
WAU,ROS,42,0.65625
WAU,SCA,3,0.046875
WAU,SCL,0,0
WAU,SEQ,1244,19.4375
WAU,SGR,84,1.3125
WAU,SKC,92,1.4375
WAU,SMB,180,2.8125
WAU,STO,531,8.296875
WAU,STP,323,5.046875
WAU,SUN,1686,26.34375
WAU,VER,1486,23.21875
WAU,WAU,51582,805.96875
WAU,WID,80,1.25
WAU,WYO,2,0.03125
WAU,ZZZ,13,0.203125
WAU,UNDEF,0,0
WID,ACL,101,1.578125
WID,ALM,20,0.3125
WID,ARP,48,0.75
WID,BAR,155,2.421875
WID,BER,14,0.21875
WID,BLV,33,0.515625
WID,BRD,81,1.265625
WID,CBR,16,0.25
WID,CIA,21,0.328125
WID,COL,111,1.734375
WID,CSP,26,0.40625
WID,DCL,33,0.515625
WID,DEE,19,0.296875
WID,DFT,76,1.1875
WID,FCH,122,1.90625
WID,HAW,91,1.421875
WID,HPB,134,2.09375
WID,LAK,84,1.3125
WID,LAV,3,0.046875
WID,LDI,158,2.46875
WID,MAD,114,1.78125
WID,MAR,13,0.203125
WID,MAZ,21,0.328125
WID,MCF,43,0.671875
WID,MCM,363,5.671875
WID,MEA,88,1.375
WID,MFD,24,0.375
WID,MID,229,3.578125
WID,MNT,15,0.234375
WID,MOO,98,1.53125
WID,MRO,209,3.265625
WID,MRS,0,0
WID,MSB,252,3.9375
WID,MTH,57,0.890625
WID,NEK,58,0.90625
WID,NGL,77,1.203125
WID,NOF,15,0.234375
WID,ORE,72,1.125
WID,PAR,40,0.625
WID,PDS,83,1.296875
WID,PIN,165,2.578125
WID,PLA,21,0.328125
WID,PLO,207,3.234375
WID,POR,116,1.8125
WID,POY,77,1.203125
WID,RAN,71,1.109375
WID,REE,94,1.46875
WID,RIO,7,0.109375
WID,RKS,7,0.109375
WID,ROM,54,0.84375
WID,ROS,96,1.5
WID,SCA,0,0
WID,SCL,0,0
WID,SEQ,226,3.53125
WID,SGR,46,0.71875
WID,SKC,62,0.96875
WID,SMB,49,0.765625
WID,STO,64,1
WID,STP,718,11.21875
WID,SUN,158,2.46875
WID,VER,226,3.53125
WID,WAU,102,1.59375
WID,WID,8598,134.34375
WID,WYO,11,0.171875
WID,ZZZ,5,0.078125
WID,UNDEF,0,0
WYO,ACL,8,0.125
WYO,ALM,0,0
WYO,ARP,3,0.046875
WYO,BAR,22,0.34375
WYO,BER,4,0.0625
WYO,BLV,12,0.1875
WYO,BRD,3,0.046875
WYO,CBR,10,0.15625
WYO,CIA,11,0.171875
WYO,COL,48,0.75
WYO,CSP,10,0.15625
WYO,DCL,10,0.15625
WYO,DEE,15,0.234375
WYO,DFT,18,0.28125
WYO,FCH,50,0.78125
WYO,HAW,22,0.34375
WYO,HPB,56,0.875
WYO,LAK,21,0.328125
WYO,LAV,14,0.21875
WYO,LDI,120,1.875
WYO,MAD,36,0.5625
WYO,MAR,7,0.109375
WYO,MAZ,4,0.0625
WYO,MCF,27,0.421875
WYO,MCM,33,0.515625
WYO,MEA,24,0.375
WYO,MFD,0,0
WYO,MID,59,0.921875
WYO,MNT,0,0
WYO,MOO,40,0.625
WYO,MRO,10,0.15625
WYO,MRS,0,0
WYO,MSB,71,1.109375
WYO,MTH,28,0.4375
WYO,NEK,2,0.03125
WYO,NGL,9,0.140625
WYO,NOF,0,0
WYO,ORE,26,0.40625
WYO,PAR,9,0.140625
WYO,PDS,11,0.171875
WYO,PIN,61,0.953125
WYO,PLA,5,0.078125
WYO,PLO,5,0.078125
WYO,POR,58,0.90625
WYO,POY,65,1.015625
WYO,RAN,11,0.171875
WYO,REE,12,0.1875
WYO,RIO,19,0.296875
WYO,RKS,0,0
WYO,ROM,3,0.046875
WYO,ROS,8,0.125
WYO,SCA,0,0
WYO,SCL,0,0
WYO,SEQ,110,1.71875
WYO,SGR,21,0.328125
WYO,SKC,43,0.671875
WYO,SMB,14,0.21875
WYO,STO,37,0.578125
WYO,STP,45,0.703125
WYO,SUN,89,1.390625
WYO,VER,82,1.28125
WYO,WAU,44,0.6875
WYO,WID,42,0.65625
WYO,WYO,628,9.8125
WYO,ZZZ,0,0
WYO,UNDEF,0,0
ZZZ,ACL,0,0
ZZZ,ALM,0,0
ZZZ,ARP,0,0
ZZZ,BAR,0,0
ZZZ,BER,0,0
ZZZ,BLV,0,0
ZZZ,BRD,0,0
ZZZ,CBR,0,0
ZZZ,CIA,0,0
ZZZ,COL,0,0
ZZZ,CSP,0,0
ZZZ,DCL,0,0
ZZZ,DEE,0,0
ZZZ,DFT,0,0
ZZZ,FCH,0,0
ZZZ,HAW,0,0
ZZZ,HPB,0,0
ZZZ,LAK,0,0
ZZZ,LAV,0,0
ZZZ,LDI,0,0
ZZZ,MAD,0,0
ZZZ,MAR,0,0
ZZZ,MAZ,0,0
ZZZ,MCF,0,0
ZZZ,MCM,0,0
ZZZ,MEA,0,0
ZZZ,MFD,0,0
ZZZ,MID,0,0
ZZZ,MNT,0,0
ZZZ,MOO,0,0
ZZZ,MRO,0,0
ZZZ,MRS,0,0
ZZZ,MSB,0,0
ZZZ,MTH,0,0
ZZZ,NEK,0,0
ZZZ,NGL,0,0
ZZZ,NOF,0,0
ZZZ,ORE,0,0
ZZZ,PAR,0,0
ZZZ,PDS,0,0
ZZZ,PIN,0,0
ZZZ,PLA,0,0
ZZZ,PLO,0,0
ZZZ,POR,0,0
ZZZ,POY,0,0
ZZZ,RAN,0,0
ZZZ,REE,0,0
ZZZ,RIO,0,0
ZZZ,RKS,0,0
ZZZ,ROM,0,0
ZZZ,ROS,0,0
ZZZ,SCA,0,0
ZZZ,SCL,0,0
ZZZ,SEQ,0,0
ZZZ,SGR,0,0
ZZZ,SKC,0,0
ZZZ,SMB,0,0
ZZZ,STO,0,0
ZZZ,STP,0,0
ZZZ,SUN,0,0
ZZZ,VER,0,0
ZZZ,WAU,0,0
ZZZ,WID,0,0
ZZZ,WYO,0,0
ZZZ,ZZZ,0,0
ZZZ,UNDEF,0,0
UNDEF,ACL,0,0
UNDEF,ALM,0,0
UNDEF,ARP,0,0
UNDEF,BAR,0,0
UNDEF,BER,0,0
UNDEF,BLV,0,0
UNDEF,BRD,0,0
UNDEF,CBR,0,0
UNDEF,CIA,0,0
UNDEF,COL,0,0
UNDEF,CSP,0,0
UNDEF,DCL,0,0
UNDEF,DEE,0,0
UNDEF,DFT,0,0
UNDEF,FCH,0,0
UNDEF,HAW,0,0
UNDEF,HPB,0,0
UNDEF,LAK,0,0
UNDEF,LAV,0,0
UNDEF,LDI,0,0
UNDEF,MAD,0,0
UNDEF,MAR,0,0
UNDEF,MAZ,0,0
UNDEF,MCF,0,0
UNDEF,MCM,0,0
UNDEF,MEA,0,0
UNDEF,MFD,0,0
UNDEF,MID,0,0
UNDEF,MNT,0,0
UNDEF,MOO,0,0
UNDEF,MRO,0,0
UNDEF,MRS,0,0
UNDEF,MSB,0,0
UNDEF,MTH,0,0
UNDEF,NEK,0,0
UNDEF,NGL,0,0
UNDEF,NOF,0,0
UNDEF,ORE,0,0
UNDEF,PAR,0,0
UNDEF,PDS,0,0
UNDEF,PIN,0,0
UNDEF,PLA,0,0
UNDEF,PLO,0,0
UNDEF,POR,0,0
UNDEF,POY,0,0
UNDEF,RAN,0,0
UNDEF,REE,0,0
UNDEF,RIO,0,0
UNDEF,RKS,0,0
UNDEF,ROM,0,0
UNDEF,ROS,0,0
UNDEF,SCA,0,0
UNDEF,SCL,0,0
UNDEF,SEQ,0,0
UNDEF,SGR,0,0
UNDEF,SKC,0,0
UNDEF,SMB,0,0
UNDEF,STO,0,0
UNDEF,STP,0,0
UNDEF,SUN,0,0
UNDEF,VER,0,0
UNDEF,WAU,0,0
UNDEF,WID,0,0
UNDEF,WYO,0,0
UNDEF,ZZZ,0,0
UNDEF,UNDEF,0,0
